headlines,outcome,triples,relations,is_in_triples,is_in_entities
"In Ecuador, Maritza Fras, former director of the Tefilo Dvila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected.",0,"[[{'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures of those'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures of those'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures of those infected'}, {'subject': 'Maritza Fras', 'relation': 'director of', 'object': 'Tefilo Dvila Hospital in Machala'}, {'subject': 'Maritza Fras', 'relation': 'concealed figures In', 'object': 'http://dbpedia.org/resource/Ecuador'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures of those'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures of those infected'}, {'subject': 'Calle', 'relation': 'manager of', 'object': 'health center'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures of those infected'}, {'subject': 'Mauro Calle', 'relation': 'concealed figures In', 'object': 'http://dbpedia.org/resource/Ecuador'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures of those infected'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures'}, {'subject': 'Tefilo Dvila Hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Machala'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures of those'}]]","['concealed', 'concealed', 'concealed', 'concealed', 'concealed', 'concealed', 'director of', 'concealed figures In', 'concealed', 'concealed', 'manager of', 'concealed', 'concealed figures In', 'concealed', 'concealed', 'is in', 'concealed']","[{'subject': 'Tefilo Dvila Hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Machala'}]","['Tefilo Dvila Hospital', 'http://dbpedia.org/resource/Machala']"
Helicopters and military aircraft spraying and disinfecting the streets at 11 p.m. in Spain,0,"[[{'subject': 'Helicopters', 'relation': 'spraying streets at', 'object': '11 p.m. in Spain'}, {'subject': 'aircraft', 'relation': 'spraying streets at', 'object': '11 p.m. in Spain'}, {'subject': 'aircraft', 'relation': 'spraying', 'object': 'streets'}, {'subject': '11 p.m.', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'military aircraft', 'relation': 'spraying', 'object': 'streets'}, {'subject': 'Helicopters', 'relation': 'spraying', 'object': 'streets'}, {'subject': 'Helicopters', 'relation': 'spraying streets at', 'object': '11 p.m.'}, {'subject': 'military aircraft', 'relation': 'spraying streets at', 'object': '11 p.m. in Spain'}, {'subject': 'aircraft', 'relation': 'spraying streets at', 'object': '11 p.m.'}, {'subject': 'military aircraft', 'relation': 'spraying streets at', 'object': '11 p.m.'}]]","['spraying streets at', 'spraying streets at', 'spraying', 'is in', 'spraying', 'spraying', 'spraying streets at', 'spraying streets at', 'spraying streets at', 'spraying streets at']","[{'subject': '11 p.m.', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['11 p.m.', 'http://dbpedia.org/resource/Spain']"
"An investigation team from France discovered what is hidden about COVID-19, the virus was made by the Pasteur Institute in Wuhan.",0,"[[{'subject': 'investigation team discovered', 'relation': 'was made by', 'object': 'Pasteur Institute in Wuhan'}, {'subject': 'http://dbpedia.org/resource/Pasteur_Institute', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}, {'subject': 'investigation team discovered', 'relation': 'was made by', 'object': 'http://dbpedia.org/resource/Pasteur_Institute'}]]","['was made by', 'is in', 'was made by']","[{'subject': 'http://dbpedia.org/resource/Pasteur_Institute', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}]","['http://dbpedia.org/resource/Pasteur_Institute', 'http://dbpedia.org/resource/Wuhan']"
Video claiming:  panicked shoppers in Italy storm supermarket amid coronavirus pandemic.,0,"[[{'subject': 'Video', 'relation': 'claiming', 'object': 'shoppers'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'panicked shoppers in Italy storm supermarket amid coronavirus pandemic'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'panicked shoppers amid coronavirus pandemic'}, {'subject': 'panicked shoppers', 'relation': 'is in', 'object': 'Italy storm supermarket'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'panicked shoppers'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'shoppers in Italy storm supermarket amid coronavirus pandemic'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'shoppers in Italy storm supermarket'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'shoppers amid coronavirus pandemic'}, {'subject': 'Video', 'relation': 'claiming', 'object': 'panicked shoppers in Italy storm supermarket'}]]","['claiming', 'claiming', 'claiming', 'is in', 'claiming', 'claiming', 'claiming', 'claiming', 'claiming']","[{'subject': 'panicked shoppers', 'relation': 'is in', 'object': 'Italy storm supermarket'}]","['panicked shoppers', 'Italy storm supermarket']"
A university clinic in Vienna conducted a research which linked COVID-19 with the drug ibuprofen. The majority of patients with severe symptoms had used this drug.,0,"[[{'subject': 'university clinic', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vienna'}, {'subject': 'university clinic', 'relation': 'conducted', 'object': 'research'}, {'subject': 'linked COVID 19', 'relation': 'is with', 'object': 'drug ibuprofen'}], [{'subject': 'majority', 'relation': 'had used', 'object': 'research'}, {'subject': 'patients', 'relation': 'is with', 'object': 'severe symptoms'}, {'subject': 'linked COVID 19', 'relation': 'is with', 'object': 'drug ibuprofen'}]]","['is in', 'conducted', 'is with', 'had used', 'is with', 'is with']","[{'subject': 'university clinic', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vienna'}]","['university clinic', 'http://dbpedia.org/resource/Vienna']"
Diagnostic test in South Korea is less accurate compared to other countries test.,0,"[[{'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is less accurate compared', 'object': 'countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is less accurate compared', 'object': 'other countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is', 'object': 'accurate'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is accurate compared', 'object': 'countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/South_Korea'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is less accurate compared', 'object': 'countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is accurate compared', 'object': 'other countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is accurate compared', 'object': 'other countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is', 'object': 'less accurate'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is', 'object': 'accurate'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is accurate compared', 'object': 'countries test'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is', 'object': 'less accurate'}, {'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is less accurate compared', 'object': 'other countries test'}]]","['is less accurate compared', 'is less accurate compared', 'is', 'is accurate compared', 'is in', 'is less accurate compared', 'is accurate compared', 'is accurate compared', 'is', 'is', 'is accurate compared', 'is', 'is less accurate compared']","[{'subject': 'http://dbpedia.org/resource/Medical_test', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/South_Korea'}]","['http://dbpedia.org/resource/Medical_test', 'http://dbpedia.org/resource/South_Korea']"
Police have free entry into houses and buildings in Malaga to identify possible coronavirus infected people.,0,"[[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry in Malaga'}, {'subject': 'possible coronavirus', 'relation': 'infected', 'object': 'people'}]]","['is in', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'infected']","[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}]","['free entry', 'http://dbpedia.org/resource/Moment_of_Danger']"
Philippine Vice President Leni Robredo says bats are the enemy in the novel coronavirus pandemic.,0,"[[{'subject': 'enemy', 'relation': 'is in', 'object': 'novel coronavirus pandemic'}]]",['is in'],"[{'subject': 'enemy', 'relation': 'is in', 'object': 'novel coronavirus pandemic'}]","['enemy', 'novel coronavirus pandemic']"
Medical University in Vienna has published a study about Ibuprofen and coronavirus.,0,"[[{'subject': 'Medical University', 'relation': 'has published', 'object': 'study'}, {'subject': 'Medical University', 'relation': 'has published', 'object': 'study about Ibuprofen'}, {'subject': 'Medical University', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vienna'}]]","['has published', 'has published', 'is in']","[{'subject': 'Medical University', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vienna'}]","['Medical University', 'http://dbpedia.org/resource/Vienna']"
Video of police in China taking into custody suspected COVID-19 patients in the country.,0,"[[{'subject': 'Video', 'relation': 'taking into', 'object': 'custody COVID 19 patients'}, {'subject': 'Video', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'Video', 'relation': 'taking into', 'object': 'custody COVID 19 patients China'}, {'subject': 'Video', 'relation': 'taking into', 'object': 'custody suspected COVID 19 patients China'}, {'subject': 'custody suspected COVID 19 patients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'Video', 'relation': 'taking into', 'object': 'custody suspected COVID 19 patients'}]]","['taking into', 'is in', 'taking into', 'taking into', 'is in', 'taking into']","[{'subject': 'Video', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'custody suspected COVID 19 patients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['Video', 'http://dbpedia.org/resource/China', 'custody suspected COVID 19 patients', 'http://dbpedia.org/resource/China']"
15 minutes in a sauna will kill the coronavirus.,0,"[[{'subject': '15 minutes', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sauna'}]]",['is in'],"[{'subject': '15 minutes', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sauna'}]","['15 minutes', 'http://dbpedia.org/resource/Sauna']"
Police have free entry into houses and buildings in Malaga to identify possible coronavirus infected people.,0,"[[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry in Malaga'}, {'subject': 'possible coronavirus', 'relation': 'infected', 'object': 'people'}]]","['is in', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'infected']","[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}]","['free entry', 'http://dbpedia.org/resource/Moment_of_Danger']"
Police have free entry into houses and buildings in Malaga to identify possible coronavirus infected people.,0,"[[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry into houses in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry into houses'}, {'subject': 'Police', 'relation': 'have', 'object': 'free entry in Malaga'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry'}, {'subject': 'Police', 'relation': 'have', 'object': 'entry in Malaga'}, {'subject': 'possible coronavirus', 'relation': 'infected', 'object': 'people'}]]","['is in', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'have', 'infected']","[{'subject': 'free entry', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Moment_of_Danger'}]","['free entry', 'http://dbpedia.org/resource/Moment_of_Danger']"
